;categ;key
0;Apple_Braeburn;data_sample_009/Apple_Braeburn/104_100.jpg
1;Apple_Braeburn;data_sample_009/Apple_Braeburn/197_100.jpg
2;Apple_Braeburn;data_sample_009/Apple_Braeburn/229_100.jpg
3;Apple_Braeburn;data_sample_009/Apple_Braeburn/24_100.jpg
4;Apple_Braeburn;data_sample_009/Apple_Braeburn/250_100.jpg
5;Apple_Braeburn;data_sample_009/Apple_Braeburn/289_100.jpg
6;Apple_Braeburn;data_sample_009/Apple_Braeburn/r_11_100.jpg
7;Apple_Braeburn;data_sample_009/Apple_Braeburn/r_187_100.jpg
8;Apple_Braeburn;data_sample_009/Apple_Braeburn/r_212_100.jpg
9;Apple_Crimson_Snow;data_sample_009/Apple_Crimson_Snow/15_100.jpg
10;Apple_Crimson_Snow;data_sample_009/Apple_Crimson_Snow/207_100.jpg
11;Apple_Crimson_Snow;data_sample_009/Apple_Crimson_Snow/235_100.jpg
12;Apple_Crimson_Snow;data_sample_009/Apple_Crimson_Snow/238_100.jpg
13;Apple_Crimson_Snow;data_sample_009/Apple_Crimson_Snow/r_101_100.jpg
14;Apple_Crimson_Snow;data_sample_009/Apple_Crimson_Snow/r_140_100.jpg
15;Apple_Crimson_Snow;data_sample_009/Apple_Crimson_Snow/r_173_100.jpg
16;Apple_Crimson_Snow;data_sample_009/Apple_Crimson_Snow/r_243_100.jpg
17;Apple_Crimson_Snow;data_sample_009/Apple_Crimson_Snow/r_272_100.jpg
18;Apple_Golden_1;data_sample_009/Apple_Golden_1/0_100.jpg
19;Apple_Golden_1;data_sample_009/Apple_Golden_1/163_100.jpg
20;Apple_Golden_1;data_sample_009/Apple_Golden_1/203_100.jpg
21;Apple_Golden_1;data_sample_009/Apple_Golden_1/209_100.jpg
22;Apple_Golden_1;data_sample_009/Apple_Golden_1/r_204_100.jpg
23;Apple_Golden_1;data_sample_009/Apple_Golden_1/r_207_100.jpg
24;Apple_Golden_1;data_sample_009/Apple_Golden_1/r_282_100.jpg
25;Apple_Golden_1;data_sample_009/Apple_Golden_1/r_310_100.jpg
26;Apple_Golden_1;data_sample_009/Apple_Golden_1/r_311_100.jpg
27;Apple_Golden_2;data_sample_009/Apple_Golden_2/135_100.jpg
28;Apple_Golden_2;data_sample_009/Apple_Golden_2/139_100.jpg
29;Apple_Golden_2;data_sample_009/Apple_Golden_2/154_100.jpg
30;Apple_Golden_2;data_sample_009/Apple_Golden_2/175_100.jpg
31;Apple_Golden_2;data_sample_009/Apple_Golden_2/184_100.jpg
32;Apple_Golden_2;data_sample_009/Apple_Golden_2/r_138_100.jpg
33;Apple_Golden_2;data_sample_009/Apple_Golden_2/r_196_100.jpg
34;Apple_Golden_2;data_sample_009/Apple_Golden_2/r_253_100.jpg
35;Apple_Golden_2;data_sample_009/Apple_Golden_2/r_300_100.jpg
36;Apple_Golden_3;data_sample_009/Apple_Golden_3/141_100.jpg
37;Apple_Golden_3;data_sample_009/Apple_Golden_3/162_100.jpg
38;Apple_Golden_3;data_sample_009/Apple_Golden_3/169_100.jpg
39;Apple_Golden_3;data_sample_009/Apple_Golden_3/295_100.jpg
40;Apple_Golden_3;data_sample_009/Apple_Golden_3/305_100.jpg
41;Apple_Golden_3;data_sample_009/Apple_Golden_3/r_191_100.jpg
42;Apple_Golden_3;data_sample_009/Apple_Golden_3/r_214_100.jpg
43;Apple_Golden_3;data_sample_009/Apple_Golden_3/r_227_100.jpg
44;Apple_Golden_3;data_sample_009/Apple_Golden_3/r_294_100.jpg
45;Apple_Granny_Smith;data_sample_009/Apple_Granny_Smith/127_100.jpg
46;Apple_Granny_Smith;data_sample_009/Apple_Granny_Smith/170_100.jpg
47;Apple_Granny_Smith;data_sample_009/Apple_Granny_Smith/183_100.jpg
48;Apple_Granny_Smith;data_sample_009/Apple_Granny_Smith/220_100.jpg
49;Apple_Granny_Smith;data_sample_009/Apple_Granny_Smith/274_100.jpg
50;Apple_Granny_Smith;data_sample_009/Apple_Granny_Smith/309_100.jpg
51;Apple_Granny_Smith;data_sample_009/Apple_Granny_Smith/r_108_100.jpg
52;Apple_Granny_Smith;data_sample_009/Apple_Granny_Smith/r_162_100.jpg
53;Apple_Granny_Smith;data_sample_009/Apple_Granny_Smith/r_263_100.jpg
54;Apple_Pink_Lady;data_sample_009/Apple_Pink_Lady/116_100.jpg
55;Apple_Pink_Lady;data_sample_009/Apple_Pink_Lady/143_100.jpg
56;Apple_Pink_Lady;data_sample_009/Apple_Pink_Lady/18_100.jpg
57;Apple_Pink_Lady;data_sample_009/Apple_Pink_Lady/300_100.jpg
58;Apple_Pink_Lady;data_sample_009/Apple_Pink_Lady/r_102_100.jpg
59;Apple_Pink_Lady;data_sample_009/Apple_Pink_Lady/r_10_100.jpg
60;Apple_Pink_Lady;data_sample_009/Apple_Pink_Lady/r_145_100.jpg
61;Apple_Pink_Lady;data_sample_009/Apple_Pink_Lady/r_76_100.jpg
62;Apple_Pink_Lady;data_sample_009/Apple_Pink_Lady/r_95_100.jpg
63;Apple_Red_1;data_sample_009/Apple_Red_1/146_100.jpg
64;Apple_Red_1;data_sample_009/Apple_Red_1/252_100.jpg
65;Apple_Red_1;data_sample_009/Apple_Red_1/311_100.jpg
66;Apple_Red_1;data_sample_009/Apple_Red_1/312_100.jpg
67;Apple_Red_1;data_sample_009/Apple_Red_1/r_172_100.jpg
68;Apple_Red_1;data_sample_009/Apple_Red_1/r_194_100.jpg
69;Apple_Red_1;data_sample_009/Apple_Red_1/r_239_100.jpg
70;Apple_Red_1;data_sample_009/Apple_Red_1/r_262_100.jpg
71;Apple_Red_1;data_sample_009/Apple_Red_1/r_30_100.jpg
72;Apple_Red_2;data_sample_009/Apple_Red_2/247_100.jpg
73;Apple_Red_2;data_sample_009/Apple_Red_2/r_128_100.jpg
74;Apple_Red_2;data_sample_009/Apple_Red_2/r_181_100.jpg
75;Apple_Red_2;data_sample_009/Apple_Red_2/r_184_100.jpg
76;Apple_Red_2;data_sample_009/Apple_Red_2/r_191_100.jpg
77;Apple_Red_2;data_sample_009/Apple_Red_2/r_238_100.jpg
78;Apple_Red_2;data_sample_009/Apple_Red_2/r_24_100.jpg
79;Apple_Red_2;data_sample_009/Apple_Red_2/r_261_100.jpg
80;Apple_Red_2;data_sample_009/Apple_Red_2/r_29_100.jpg
81;Apple_Red_3;data_sample_009/Apple_Red_3/107_100.jpg
82;Apple_Red_3;data_sample_009/Apple_Red_3/131_100.jpg
83;Apple_Red_3;data_sample_009/Apple_Red_3/142_100.jpg
84;Apple_Red_3;data_sample_009/Apple_Red_3/199_100.jpg
85;Apple_Red_3;data_sample_009/Apple_Red_3/r_11_100.jpg
86;Apple_Red_3;data_sample_009/Apple_Red_3/r_212_100.jpg
87;Apple_Red_3;data_sample_009/Apple_Red_3/r_260_100.jpg
88;Apple_Red_3;data_sample_009/Apple_Red_3/r_271_100.jpg
89;Apple_Red_3;data_sample_009/Apple_Red_3/r_311_100.jpg
90;Apple_Red_Delicious;data_sample_009/Apple_Red_Delicious/121_100.jpg
91;Apple_Red_Delicious;data_sample_009/Apple_Red_Delicious/202_100.jpg
92;Apple_Red_Delicious;data_sample_009/Apple_Red_Delicious/38_100.jpg
93;Apple_Red_Delicious;data_sample_009/Apple_Red_Delicious/67_100.jpg
94;Apple_Red_Delicious;data_sample_009/Apple_Red_Delicious/r_199_100.jpg
95;Apple_Red_Delicious;data_sample_009/Apple_Red_Delicious/r_267_100.jpg
96;Apple_Red_Delicious;data_sample_009/Apple_Red_Delicious/r_3_100.jpg
97;Apple_Red_Delicious;data_sample_009/Apple_Red_Delicious/r_52_100.jpg
98;Apple_Red_Delicious;data_sample_009/Apple_Red_Delicious/r_79_100.jpg
99;Apple_Red_Yellow_1;data_sample_009/Apple_Red_Yellow_1/122_100.jpg
100;Apple_Red_Yellow_1;data_sample_009/Apple_Red_Yellow_1/123_100.jpg
101;Apple_Red_Yellow_1;data_sample_009/Apple_Red_Yellow_1/129_100.jpg
102;Apple_Red_Yellow_1;data_sample_009/Apple_Red_Yellow_1/162_100.jpg
103;Apple_Red_Yellow_1;data_sample_009/Apple_Red_Yellow_1/18_100.jpg
104;Apple_Red_Yellow_1;data_sample_009/Apple_Red_Yellow_1/205_100.jpg
105;Apple_Red_Yellow_1;data_sample_009/Apple_Red_Yellow_1/308_100.jpg
106;Apple_Red_Yellow_1;data_sample_009/Apple_Red_Yellow_1/320_100.jpg
107;Apple_Red_Yellow_1;data_sample_009/Apple_Red_Yellow_1/r_215_100.jpg
108;Apple_Red_Yellow_2;data_sample_009/Apple_Red_Yellow_2/23_100.jpg
109;Apple_Red_Yellow_2;data_sample_009/Apple_Red_Yellow_2/2_100.jpg
110;Apple_Red_Yellow_2;data_sample_009/Apple_Red_Yellow_2/r2_258_100.jpg
111;Apple_Red_Yellow_2;data_sample_009/Apple_Red_Yellow_2/r2_286_100.jpg
112;Apple_Red_Yellow_2;data_sample_009/Apple_Red_Yellow_2/r_148_100.jpg
113;Apple_Red_Yellow_2;data_sample_009/Apple_Red_Yellow_2/r_174_100.jpg
114;Apple_Red_Yellow_2;data_sample_009/Apple_Red_Yellow_2/r_187_100.jpg
115;Apple_Red_Yellow_2;data_sample_009/Apple_Red_Yellow_2/r_280_100.jpg
116;Apple_Red_Yellow_2;data_sample_009/Apple_Red_Yellow_2/r_295_100.jpg
117;Apricot;data_sample_009/Apricot/110_100.jpg
118;Apricot;data_sample_009/Apricot/r_136_100.jpg
119;Apricot;data_sample_009/Apricot/r_154_100.jpg
120;Apricot;data_sample_009/Apricot/r_209_100.jpg
121;Apricot;data_sample_009/Apricot/r_216_100.jpg
122;Apricot;data_sample_009/Apricot/r_231_100.jpg
123;Apricot;data_sample_009/Apricot/r_244_100.jpg
124;Apricot;data_sample_009/Apricot/r_274_100.jpg
125;Apricot;data_sample_009/Apricot/r_298_100.jpg
126;Avocado;data_sample_009/Avocado/217_100.jpg
127;Avocado;data_sample_009/Avocado/22_100.jpg
128;Avocado;data_sample_009/Avocado/24_100.jpg
129;Avocado;data_sample_009/Avocado/r_144_100.jpg
130;Avocado;data_sample_009/Avocado/r_152_100.jpg
131;Avocado;data_sample_009/Avocado/r_16_100.jpg
132;Avocado;data_sample_009/Avocado/r_193_100.jpg
133;Avocado;data_sample_009/Avocado/r_206_100.jpg
134;Avocado;data_sample_009/Avocado/r_285_100.jpg
135;Avocado_ripe;data_sample_009/Avocado_ripe/196_100.jpg
136;Avocado_ripe;data_sample_009/Avocado_ripe/202_100.jpg
137;Avocado_ripe;data_sample_009/Avocado_ripe/261_100.jpg
138;Avocado_ripe;data_sample_009/Avocado_ripe/289_100.jpg
139;Avocado_ripe;data_sample_009/Avocado_ripe/r_120_100.jpg
140;Avocado_ripe;data_sample_009/Avocado_ripe/r_203_100.jpg
141;Avocado_ripe;data_sample_009/Avocado_ripe/r_269_100.jpg
142;Avocado_ripe;data_sample_009/Avocado_ripe/r_70_100.jpg
143;Avocado_ripe;data_sample_009/Avocado_ripe/r_7_100.jpg
144;Banana;data_sample_009/Banana/119_100.jpg
145;Banana;data_sample_009/Banana/177_100.jpg
146;Banana;data_sample_009/Banana/77_100.jpg
147;Banana;data_sample_009/Banana/93_100.jpg
148;Banana;data_sample_009/Banana/94_100.jpg
149;Banana;data_sample_009/Banana/r_140_100.jpg
150;Banana;data_sample_009/Banana/r_149_100.jpg
151;Banana;data_sample_009/Banana/r_263_100.jpg
152;Banana;data_sample_009/Banana/r_324_100.jpg
153;Banana_Lady_Finger;data_sample_009/Banana_Lady_Finger/193_100.jpg
154;Banana_Lady_Finger;data_sample_009/Banana_Lady_Finger/86_100.jpg
155;Banana_Lady_Finger;data_sample_009/Banana_Lady_Finger/r2_111_100.jpg
156;Banana_Lady_Finger;data_sample_009/Banana_Lady_Finger/r2_117_100.jpg
157;Banana_Lady_Finger;data_sample_009/Banana_Lady_Finger/r2_169_100.jpg
158;Banana_Lady_Finger;data_sample_009/Banana_Lady_Finger/r2_22_100.jpg
159;Banana_Lady_Finger;data_sample_009/Banana_Lady_Finger/r_101_100.jpg
160;Banana_Lady_Finger;data_sample_009/Banana_Lady_Finger/r_189_100.jpg
161;Banana_Lady_Finger;data_sample_009/Banana_Lady_Finger/r_198_100.jpg
162;Banana_Red;data_sample_009/Banana_Red/12_100.jpg
163;Banana_Red;data_sample_009/Banana_Red/197_100.jpg
164;Banana_Red;data_sample_009/Banana_Red/207_100.jpg
165;Banana_Red;data_sample_009/Banana_Red/264_100.jpg
166;Banana_Red;data_sample_009/Banana_Red/279_100.jpg
167;Banana_Red;data_sample_009/Banana_Red/284_100.jpg
168;Banana_Red;data_sample_009/Banana_Red/r_275_100.jpg
169;Banana_Red;data_sample_009/Banana_Red/r_282_100.jpg
170;Banana_Red;data_sample_009/Banana_Red/r_77_100.jpg
171;Beetroot;data_sample_009/Beetroot/16_100.jpg
172;Beetroot;data_sample_009/Beetroot/r2_134_100.jpg
173;Beetroot;data_sample_009/Beetroot/r2_194_100.jpg
174;Beetroot;data_sample_009/Beetroot/r_0_100.jpg
175;Beetroot;data_sample_009/Beetroot/r_111_100.jpg
176;Beetroot;data_sample_009/Beetroot/r_44_100.jpg
177;Beetroot;data_sample_009/Beetroot/r_52_100.jpg
178;Beetroot;data_sample_009/Beetroot/r_61_100.jpg
179;Beetroot;data_sample_009/Beetroot/r_95_100.jpg
180;Blueberry;data_sample_009/Blueberry/136_100.jpg
181;Blueberry;data_sample_009/Blueberry/298_100.jpg
182;Blueberry;data_sample_009/Blueberry/85_100.jpg
183;Blueberry;data_sample_009/Blueberry/r_130_100.jpg
184;Blueberry;data_sample_009/Blueberry/r_180_100.jpg
185;Blueberry;data_sample_009/Blueberry/r_266_100.jpg
186;Blueberry;data_sample_009/Blueberry/r_34_100.jpg
187;Blueberry;data_sample_009/Blueberry/r_44_100.jpg
188;Blueberry;data_sample_009/Blueberry/r_92_100.jpg
