;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
0;11.91495477328286;-4.565726201191155;8.945256633310832;-6.039557805902172;-1.8196430421883933;-4.896265095965508;-5.207404573988474;-2.189265201237738;-10.404613681374517;-6.083508063501915;-1.069878960400728;-2.464265817946917;-3.9259209349860864;-4.120960007740127;-9.821440014647706;-1.4807273440819246;-5.630477918925052;-3.9775243584538997;-0.3169432990219638;-0.35867505105661185
1;11.099085164672402;-5.132110175612574;10.065344111205471;-6.698776160555911;-0.6598618355203383;-5.302378637229378;-4.776807980811665;-1.928098306821262;-10.984321695949605;-7.001538476989094;-0.8057583854384274;-2.742867188378015;-3.4644337621454806;-3.281409577474357;-9.9573782644949;-1.1436513759818023;-5.827439670737958;-4.722779219510778;-0.01722344176119947;-1.0147884318498142
2;11.614571411717531;-6.372509296117794;10.585555288492234;-4.3540667351884075;0.6339905095789945;-8.33922348731128;-7.807792555968251;-5.090650808377919;-13.33807693335181;-4.492315102846576;-0.12394256043350231;-2.0640625533294643;-5.0824000373959075;-3.8145957061937774;-7.546391700859086;-3.5835462960178837;-3.81095264758262;-3.907462484613494;0.7904354022835391;-1.982825636147847
3;11.280330846536206;-5.262006419860919;8.510558415217538;-5.488993308544636;1.2157246178619963;-7.660867354365438;-6.481891206112094;-5.04049994748142;-11.753803374461572;-4.080424790024428;-0.3577574756995692;-1.8936345959057266;-4.810200873650062;-3.803102237855599;-7.749589444885551;-3.308098688005006;-4.3197133931246094;-3.4452995856833044;0.30975397366477486;-1.2856664733868994
4;10.75270424758251;-2.6910869517394937;6.132480649802669;-6.412727622630857;-1.1620422209886003;-6.893062885832963;-3.7847955306616408;-3.8309270883230755;-9.683468050780755;-3.4147689372155665;-1.4293632033277246;-0.4630159562950421;-4.9811489711504295;-4.179315197619536;-5.737952347936529;-3.2704203308346473;-4.393900845057339;-2.98526325642211;-0.2749148506201091;-0.9248645790853373
5;12.157068929642465;-3.7718743276689777;7.133356713312561;-2.061421354622965;-2.84840491986843;-5.212809990971914;-1.7193585701798693;-1.45142533566179;-9.163217062631386;-2.754569626839738;-1.176575382791434;0.5696949514594337;-3.1560197932464735;-4.3508799341670885;-6.530655804143473;-2.0852783866907467;-5.755513154844809;-5.077139404195625;-0.8583828980200028;-0.2552297731377195
6;9.029675003476171;-2.0717424843821526;6.462095239889345;-5.241016792958953;-0.5718027097048959;-7.583140471325547;-2.487947427742929;-3.1847315426662988;-9.396347550027468;-3.7881153070091926;-1.2532162481417881;2.219081792403213;-6.265683242511538;-4.760210984385176;-4.494991803893954;-0.6173875852304941;-4.088468523394106;-0.5476256720176332;-0.695973453121468;-0.4813882824348284
7;12.371306989956286;-3.5178106988750106;6.397569773349529;-2.2006017899764085;-2.9351237876006526;-5.2607604514057265;-2.740727985012196;-0.49749994171862305;-8.711233033538285;-3.332521190277463;-1.9845186787307527;0.5008682035793642;-4.544463969899793;-4.121962616591636;-6.185672931777223;-1.4776586149875597;-5.027290485896322;-2.1453036950359134;-0.24193782381479742;-1.1502766063711731
8;12.393328192371825;-4.130855492998387;6.746550608656694;-0.005280010752558527;-1.220265534738635;-5.520369016602676;-0.4806918529878221;-1.2465654207785457;-9.086308188329177;-2.4010832282900307;-1.6665270514587576;1.0936027905486727;-3.7214300649670564;-3.960594514009556;-5.089147013304091;-0.4424432772362573;-4.3070982369587245;-3.474281681995925;-0.5376542633895869;-0.9412533649169579
9;12.098532005633395;-3.385397117691017;5.95420623565631;-0.4809698134044876;-1.3100924748981901;-4.996930632634976;0.738952563169855;-1.2903721833320674;-8.500494661749428;-2.6662124163593974;-1.6797755833608357;1.0442915699350905;-3.8014828742779394;-3.8770021164619;-5.289508725903429;-0.5666637403154959;-4.299374827676821;-3.4625929232079344;-1.156528501523665;-0.5518045344315149
