;X;Y
0;11.914954773282856;-4.565726201191155
1;11.099085164672392;-5.132110175612569
2;11.614571411717522;-6.372509296117793
3;11.280330846536199;-5.262006419860923
4;10.752704247582503;-2.6910869517394946
5;12.157068929642456;-3.7718743276689786
6;9.02967500347617;-2.071742484382156
7;12.37130698995628;-3.517810698875012
8;12.393328192371818;-4.13085549299839
9;12.098532005633391;-3.385397117691018
10;9.909004674655336;-1.8055739151080472
11;9.700156347446102;-2.133967417237329
12;12.040582072690848;-2.3569221233473745
13;10.728590553180295;-1.2066089270831866
14;7.327160787600525;-0.03920502398952133
15;4.215807774209744;1.8411180163451706
16;4.307105438071221;2.502633158139276
17;7.200246104986999;1.3902968593805265
18;9.258361314128829;-2.8300920457360905
19;14.379367634804002;-5.156734203043851
20;13.698059069323675;-3.0293015175211817
21;11.395049756961864;-0.9839883023041676
22;10.391406031068886;-0.3664148358241615
23;8.353961033758024;-1.5413478110341516
24;7.7229902754229265;-1.1806705412161902
25;7.164425376877386;1.1447429216019258
26;5.236418072981121;1.1787557052686057
27;4.412164662905282;1.9779576058479986
28;4.685944760920772;2.0014949039377194
29;5.076851685546434;-0.4086269023631347
30;7.079761212480176;-2.9073534061789514
31;11.583721336150301;-2.934317700022163
32;9.80135328198722;-1.580476213122422
33;9.928483461421367;-0.6669867499706409
34;7.451332300442215;-0.2139490912000217
35;7.313165918557904;1.9322297148295777
36;10.180503955081347;-3.318413334849082
37;12.390851713833095;-4.223485855662224
38;12.865071984846466;-3.6565539267632543
39;13.010976887818108;-3.461280052113078
40;12.169228447948893;-2.792166071485353
41;8.927022765242254;-2.923132494610626
42;10.295680003164463;-1.7464652032751924
43;9.119749750187873;-0.9422101880048785
44;14.252961487964523;-2.265957035821486
45;13.537032263132607;-2.388321153367295
46;13.10129116717375;-2.571220830535791
47;8.542004043431287;3.2546511265973064
48;7.1186681774894005;4.086866993507117
49;8.973008418333038;-2.7442177674880353
50;-5.876516933937875;11.585769114753523
51;-5.347000785306178;10.708231210993775
52;-3.055623912956277;8.169429715771743
53;-4.508625577425674;9.067593442113143
54;-7.0670046494802685;11.699080070577367
55;-6.370634560824147;10.885801136354797
56;-6.0344694494488955;10.801471946701545
57;-5.795609155639094;12.15979219636845
58;-5.820094412460304;12.83048926316064
59;-6.262131177946703;10.692303724882732
60;-2.924863773594762;8.733660313674967
61;-4.562362070193919;10.810593090816186
62;-4.173414282433533;10.35845579308305
63;-6.207822623352458;10.10638940994666
64;-6.2487102432718045;10.482679372151997
65;-6.062280024586678;10.376492948813338
66;-5.94658645796642;12.28387443129465
67;-6.868338682505027;11.207804173398449
68;-6.419004149911841;10.265189910550918
